,Disease,DiseaseCode,Year,Month,Date,Cases,AnnualTotal,RecordType,Source,SourceURL
7609,Japanese encephalitis,,2013,1,2013-01-01,0,6,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7610,Legionnaires' disease,,2013,1,2013-01-01,1,28,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7611,Leprosy,,2013,1,2013-01-01,0,5,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7612,Leptospirosis,,2013,1,2013-01-01,0,2,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7613,Listeriosis,,2013,1,2013-01-01,3,26,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7614,Malaria,,2013,1,2013-01-01,1,20,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7615,Measles,,2013,1,2013-01-01,1,38,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7616,Meningococcal infection (invasive),,2013,1,2013-01-01,0,3,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7617,Middle East Respiratory Syndrome,,2013,1,2013-01-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7618,Mumps,,2013,1,2013-01-01,15,127,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7619,Paratyphoid fever,,2013,1,2013-01-01,2,23,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7620,Plague,,2013,1,2013-01-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7621,Psittacosis,,2013,1,2013-01-01,1,2,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7622,Q fever,,2013,1,2013-01-01,0,1,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7623,Rabies,,2013,1,2013-01-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7624,Relapsing fever,,2013,1,2013-01-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7625,Rubella and congenital rubella syndrome - Congenital rubella syndrome,,2013,1,2013-01-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7626,Rubella and congenital rubella syndrome - Rubella,,2013,1,2013-01-01,3,25,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7627,Scarlet fever,,2013,1,2013-01-01,124,1100,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7628,Severe Acute Respiratory Syndrome,,2013,1,2013-01-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7629,Shiga toxin-producing Escherichia coli infection,,2013,1,2013-01-01,0,2,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7630,Smallpox,,2013,1,2013-01-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7631,Streptococcus suis infection,,2013,1,2013-01-01,0,8,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7632,Tetanus,,2013,1,2013-01-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7633,Tuberculosis,,2013,1,2013-01-01,364,4664,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7634,Typhoid fever,,2013,1,2013-01-01,3,33,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7635,Typhus and other rickettsial diseases - Scrub typhus,,2013,1,2013-01-01,2,28,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7636,Typhus and other rickettsial diseases - Spotted fever,,2013,1,2013-01-01,0,22,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7637,Typhus and other rickettsial diseases - Unclassified,,2013,1,2013-01-01,0,6,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7638,Typhus and other rickettsial diseases - Urban typhus,,2013,1,2013-01-01,0,1,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7639,Viral haemorrhagic fever,,2013,1,2013-01-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7640,Viral hepatitis - A,,2013,1,2013-01-01,2,44,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7641,Viral hepatitis - B,,2013,1,2013-01-01,9,40,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7642,Viral hepatitis - C,,2013,1,2013-01-01,1,10,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7643,Viral hepatitis - E,,2013,1,2013-01-01,7,90,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7644,West Nile Virus Infection,,2013,1,2013-01-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7645,Whooping cough,,2013,1,2013-01-01,3,20,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7646,Yellow fever,,2013,1,2013-01-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7647,Acute poliomyelitis,,2013,2,2013-02-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7648,Amoebic dysentery,,2013,2,2013-02-01,1,4,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7649,Anthrax,,2013,2,2013-02-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7650,Bacillary dysentery,,2013,2,2013-02-01,1,66,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7651,Botulism,,2013,2,2013-02-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7652,Chickenpox,,2013,2,2013-02-01,765,10926,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7653,Chikungunya fever,,2013,2,2013-02-01,1,5,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7654,Cholera,,2013,2,2013-02-01,0,2,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7655,Community-associated methicillin-resistant Staphylococcus aureus infection,,2013,2,2013-02-01,68,990,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7656,Creutzfeldt-Jakob disease,,2013,2,2013-02-01,1,5,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7657,Dengue fever,,2013,2,2013-02-01,4,103,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7658,Diphtheria,,2013,2,2013-02-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7659,Enterovirus 71 infection,,2013,2,2013-02-01,0,12,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7660,Food poisoning - Outbreaks,,2013,2,2013-02-01,37,316,outbreaks,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7661,Haemophilus influenzae type b infection (invasive),,2013,2,2013-02-01,0,3,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7662,Hantavirus infection,,2013,2,2013-02-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7663,Influenza A - Influenza A (H2),,2013,2,2013-02-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7664,Influenza A - Influenza A (H5),,2013,2,2013-02-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7665,Influenza A - Influenza A (H7),,2013,2,2013-02-01,0,2,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7666,Influenza A - Influenza A (H9),,2013,2,2013-02-01,0,1,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7667,Influenza A - Variant Influenza A (H3N2),,2013,2,2013-02-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7668,Japanese encephalitis,,2013,2,2013-02-01,0,6,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7669,Legionnaires' disease,,2013,2,2013-02-01,0,28,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7670,Leprosy,,2013,2,2013-02-01,1,5,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7671,Leptospirosis,,2013,2,2013-02-01,0,2,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7672,Listeriosis,,2013,2,2013-02-01,2,26,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7673,Malaria,,2013,2,2013-02-01,2,20,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7674,Measles,,2013,2,2013-02-01,1,38,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7675,Meningococcal infection (invasive),,2013,2,2013-02-01,0,3,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7676,Middle East Respiratory Syndrome,,2013,2,2013-02-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7677,Mumps,,2013,2,2013-02-01,9,127,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7678,Paratyphoid fever,,2013,2,2013-02-01,0,23,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7679,Plague,,2013,2,2013-02-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7680,Psittacosis,,2013,2,2013-02-01,0,2,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7681,Q fever,,2013,2,2013-02-01,0,1,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7682,Rabies,,2013,2,2013-02-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7683,Relapsing fever,,2013,2,2013-02-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7684,Rubella and congenital rubella syndrome - Congenital rubella syndrome,,2013,2,2013-02-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7685,Rubella and congenital rubella syndrome - Rubella,,2013,2,2013-02-01,3,25,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7686,Scarlet fever,,2013,2,2013-02-01,68,1100,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7687,Severe Acute Respiratory Syndrome,,2013,2,2013-02-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7688,Shiga toxin-producing Escherichia coli infection,,2013,2,2013-02-01,0,2,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7689,Smallpox,,2013,2,2013-02-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7690,Streptococcus suis infection,,2013,2,2013-02-01,1,8,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7691,Tetanus,,2013,2,2013-02-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7692,Tuberculosis,,2013,2,2013-02-01,305,4664,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7693,Typhoid fever,,2013,2,2013-02-01,1,33,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7694,Typhus and other rickettsial diseases - Scrub typhus,,2013,2,2013-02-01,2,28,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7695,Typhus and other rickettsial diseases - Spotted fever,,2013,2,2013-02-01,0,22,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7696,Typhus and other rickettsial diseases - Unclassified,,2013,2,2013-02-01,0,6,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7697,Typhus and other rickettsial diseases - Urban typhus,,2013,2,2013-02-01,0,1,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7698,Viral haemorrhagic fever,,2013,2,2013-02-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7699,Viral hepatitis - A,,2013,2,2013-02-01,4,44,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7700,Viral hepatitis - B,,2013,2,2013-02-01,0,40,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7701,Viral hepatitis - C,,2013,2,2013-02-01,0,10,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7702,Viral hepatitis - E,,2013,2,2013-02-01,15,90,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7703,West Nile Virus Infection,,2013,2,2013-02-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7704,Whooping cough,,2013,2,2013-02-01,8,20,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7705,Yellow fever,,2013,2,2013-02-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7706,Acute poliomyelitis,,2013,3,2013-03-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7707,Amoebic dysentery,,2013,3,2013-03-01,0,4,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7708,Anthrax,,2013,3,2013-03-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7709,Bacillary dysentery,,2013,3,2013-03-01,2,66,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7710,Botulism,,2013,3,2013-03-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7711,Chickenpox,,2013,3,2013-03-01,746,10926,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7712,Chikungunya fever,,2013,3,2013-03-01,0,5,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7713,Cholera,,2013,3,2013-03-01,0,2,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7714,Community-associated methicillin-resistant Staphylococcus aureus infection,,2013,3,2013-03-01,70,990,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7715,Creutzfeldt-Jakob disease,,2013,3,2013-03-01,0,5,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7716,Dengue fever,,2013,3,2013-03-01,4,103,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7717,Diphtheria,,2013,3,2013-03-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7718,Enterovirus 71 infection,,2013,3,2013-03-01,0,12,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7719,Food poisoning - Outbreaks,,2013,3,2013-03-01,22,316,outbreaks,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7720,Haemophilus influenzae type b infection (invasive),,2013,3,2013-03-01,0,3,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7721,Hantavirus infection,,2013,3,2013-03-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7722,Influenza A - Influenza A (H2),,2013,3,2013-03-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7723,Influenza A - Influenza A (H5),,2013,3,2013-03-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7724,Influenza A - Influenza A (H7),,2013,3,2013-03-01,0,2,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7725,Influenza A - Influenza A (H9),,2013,3,2013-03-01,0,1,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
7726,Influenza A - Variant Influenza A (H3N2),,2013,3,2013-03-01,0,0,cases,"Hong Kong, China CHP Notifiable Infectious Diseases",https://www.chp.gov.hk/files/misc/nid2013en.csv
